date,deficit,gdp_growth,inflation,copper,copper_yoy
2024-01-31,-2.58202762722322,1.8309746197633592,3.02392174826855,378.750618773954,-7.020418377079363
2024-02-29,-2.94404821571476,3.1624100080752005,3.29406696032184,376.968742642759,-7.468593412792046
2024-03-31,-3.32502242063119,-0.4096901209591608,3.04504592593905,393.635022459929,-1.7991998439705448
2024-04-30,-3.51460517273444,5.529869813713439,2.42207617792805,428.56232255724,6.923139309992443
2024-05-31,-3.8809324003826,5.706913108378053,2.00493835958688,458.925043106757,20.365675361258706
2024-06-30,-3.83997224159676,0.3705853220387967,2.28538225698791,437.335623793388,13.949632193326433
2024-07-31,-3.86459524470271,4.8586819728823505,2.1276637869709,426.084955193297,10.641934074621862
2024-08-31,-3.87268253099858,3.970281009480936,2.03409700303861,406.81050641667,7.110507921888676
2024-09-30,-3.94810723822479,3.4905323567961277,1.77501053596859,419.777062976675,11.237177120612074
2024-10-31,-3.98514754419854,3.831103417737247,2.00918040984485,432.692612805238,18.35433878763979
2024-11-30,-3.87675872274771,4.382006829621354,2.27199072148831,411.625360017887,10.416331434502535
2024-12-31,-3.44958601500345,5.066222155649536,1.96630270142824,404.306470331104,5.884021671430073
2025-01-31,-3.56635093538063,4.412620885995433,1.85158283440667,406.680076198312,7.114883222484281
2025-02-28,-3.45915179506967,2.9293300600906846,1.4773290589483,423.175165976027,11.562392404232291
2025-03-31,-3.29490313351804,4.794638967346065,1.27718026977924,441.393979566908,11.451371327855764
2025-04-30,-2.85707351491684,1.3877986358598937,1.65183401740204,416.584391195284,-2.834711000386214
2025-05-31,-2.65339755039205,2.3076175952895017,1.68666289219268,432.080756134859,-6.027438567535448
2025-06-30,-2.57408072980445,4.8966304519235,1.69370904576716,446.050861278393,1.9732066104280577
2025-07-31,-2.56859870853158,3.5771184944527246,1.6888009685144,443.532484485297,4.013229308325084
2025-08-31,-2.3770919668536,3.2690513353982764,1.10633077531991,437.522244656037,7.27800586093359
2025-09-30,-2.44703725841854,4.45219309609548,1.35839342135424,451.448119634049,7.273669165947361
2025-10-31,-2.29056136179242,4.062735828458175,1.35177475650182,485.163389830551,11.445814569189228
2025-11-30,-2.13009474229985,1.5706177280244704,1.36861256988846,489.914917863946,17.4118123693618
2025-12-31,-2.16510144440886,3.8321700799265335,1.50879973918667,537.182546622127,28.416479428118357
2026-01-31,-2.10407996134832,3.53927065882087,1.70091694832201,592.495761158643,37.631689604736884
2026-02-28,-2.15318822949763,3.676960847958055,2.21416625767848,588.21065337895,32.929894049566855
2026-03-31,-2.16741945358744,,3.80454581291585,566.944077989914,25.032281665471157
